datetime,open,high,low,close,volume
2025-09-19,24468.25,24575.0,24412.5,24568.0703125,505600
2025-09-22,24850.0,25027.25,24748.75,25003.0,481197
2025-09-23,24995.0,25026.0,24780.5,24827.25,564182
2025-09-24,24839.5,24913.5,24627.0,24739.25,530441
2025-09-25,24746.0,24793.5,24422.5,24629.25,710112
2025-09-26,24642.5,24747.5,24520.0,24726.75,548790
2025-09-29,24726.5,24975.5,24721.75,24837.75,508361
2025-09-30,24817.75,24913.75,24722.25,24901.75,513254
2025-10-01,24843.0,25036.75,24633.25,25017.5,474674
2025-10-02,25009.25,25180.0,24993.75,25110.0,460294
2025-10-03,25101.5,25196.5,24923.25,24992.0,490721
2025-10-06,25000.0,25252.75,24995.0,25184.75,414908
2025-10-07,25184.5,25275.0,24984.75,25039.25,539431
2025-10-08,25059.75,25364.75,25026.25,25331.0,451309
2025-10-09,25351.5,25394.0,25160.75,25289.25,500933
2025-10-10,25287.75,25388.0,24158.5,24397.0,934374
2025-10-13,24542.0,24965.0,24542.0,24922.25,934374
2025-10-14,24913.75,25044.25,24421.0,24762.5,729059
2025-10-15,24754.0,25115.0,24663.25,24924.5,637036
2025-10-16,24937.0,25179.5,24643.5,24831.25,738759
2025-10-17,24793.75,25055.75,24410.0,24986.5,743681
2025-10-20,25065.75,25354.5,24955.75,25305.25,437206
2025-10-21,25326.75,25368.0,25203.25,25294.75,441490
2025-10-22,25283.75,25338.25,24804.75,25039.25,695128
2025-10-23,25012.25,25296.0,24937.0,25254.0,527352
2025-10-24,25283.25,25570.75,25276.0,25509.25,467727
2025-10-27,25723.5,26013.5,25700.0,25963.75,435230
2025-10-28,26002.5,26231.5,25943.0,26163.5,452121
2025-10-29,26179.75,26379.75,26049.25,26262.5,557797
2025-10-30,26154.5,26399.0,25853.0,25882.75,665782
2025-10-31,26150.5,26274.0,25888.75,26004.0,597984
2025-11-03,26028.25,26266.0,26012.75,26103.25,0
2025-11-04,26104.5,26104.5,25522.75,25575.25,669483
2025-11-05,25545.0,25880.0,25282.0,25746.25,618171
2025-11-06,25738.5,25822.25,25197.75,25244.25,754444
2025-11-07,25314.75,25354.75,24709.25,25166.25,765092
2025-11-10,25320.75,25760.5,25269.0,25714.5,626203
2025-11-11,25722.25,25768.75,25478.5,25640.75,537967
2025-11-12,25668.0,25830.0,25488.75,25623.75,606259
2025-11-13,25624.0,25721.5,25002.5,25094.75,775125
2025-11-14,25095.25,25293.25,24626.0,25094.0,862322
2025-11-17,25142.25,25361.25,24731.75,24879.0,738978
2025-11-18,24905.5,24959.5,24376.25,24595.75,871074
2025-11-19,24551.0,24988.0,24445.0,24721.75,770449
2025-11-20,24966.75,25310.0,24073.25,24131.5,995836
2025-11-21,24110.0,24596.25,23904.5,24305.5,918728
2025-11-24,24455.75,24993.5,24361.75,24948.25,604148
2025-11-25,24966.25,25135.25,24602.0,25085.5,629575
2025-11-26,25071.25,25376.0,25061.25,25302.25,522196
2025-11-28,25313.0,25499.75,25285.75,25482.0,199445
2025-12-01,25482.5,25546.0,25193.25,25391.25,574734
2025-12-02,25411.5,25670.0,25324.75,25606.0,561951
2025-12-03,25611.0,25685.25,25421.5,25657.5,494194
2025-12-04,25650.25,25732.5,25488.75,25622.75,509526
2025-12-05,25629.75,25868.0,25579.75,25732.0,498264
2025-12-08,25750.0,25860.75,25564.75,25664.0,473150
2025-12-09,25713.0,25735.75,25560.0,25699.75,407387
2025-12-10,25680.0,25870.75,25528.75,25798.0,556710
2025-12-11,25769.5,25861.5,25383.0,25713.5,637723
2025-12-12,25701.0,25733.25,25118.0,25213.5,760749
2025-12-15,25223.5,25410.0,25033.25,25093.25,448073
2025-12-16,25101.25,25202.5,24828.0,25139.0,247876
2025-12-17,25091.75,25266.0,24654.5,24668.75,139991
2025-12-18,24744.0,25178.0,24675.5,25028.25,111598
2025-12-19,25002.5,25160.0,24977.5,25132.7890625,502611
2025-12-22,25635.25,25794.75,25628.0,25692.25,367322
2025-12-23,25701.0,25822.5,25608.25,25812.25,336346
2025-12-24,25815.75,25892.0,25777.5,25880.5,163037
2025-12-26,25868.0,25935.25,25834.25,25863.25,240485
2025-12-29,25863.25,25893.75,25648.0,25739.75,347055
2025-12-30,25740.0,25793.75,25668.25,25675.25,300558
2025-12-31,25683.25,25716.75,25429.0,25456.75,329352
2026-01-02,25478.5,25803.75,25265.25,25385.25,554838
2026-01-05,25431.75,25708.0,25406.5,25577.75,461305
2026-01-06,25583.0,25837.75,25527.5,25822.0,445573
2026-01-07,25831.25,25996.25,25727.0,25838.75,477861
2026-01-08,25838.75,25849.75,25569.0,25687.5,510805
2026-01-09,25725.0,25985.5,25615.5,25938.25,509669
2026-01-12,25949.0,26020.5,25632.75,25956.75,452996
2026-01-13,25953.5,26045.5,25803.25,25906.0,560438
2026-01-14,25900.75,25925.75,25420.75,25631.0,647871
2026-01-15,25593.0,25952.75,25562.5,25705.75,591058
2026-01-16,25720.5,25891.0,25591.5,25689.0,490573
2026-01-20,25471.0,25472.0,25095.25,25129.25,864568
2026-01-21,25149.5,25653.5,25025.0,25471.0,810753
2026-01-22,25529.5,25739.75,25483.75,25658.25,533607
2026-01-23,25605.0,25845.75,25540.25,25738.25,504901
2026-01-26,25585.5,25936.5,25365.25,25848.5,450290
2026-01-27,25861.25,26118.0,25838.5,26073.0,429460
2026-01-28,26111.25,26349.0,25993.25,26156.25,511937
2026-01-29,26282.5,26296.0,25536.0,25999.25,699097
2026-01-30,25998.5,26020.0,25568.75,25670.0,712197
2026-02-02,25530.0,25949.5,25180.25,25850.0,578865
2026-02-03,25876.5,26027.75,25219.0,25452.0,696150
2026-02-04,25387.5,25514.25,24783.5,24999.25,742646
2026-02-05,25061.75,25169.0,24407.25,24651.0,774469
2026-02-06,24416.0,25222.0,24239.75,25163.25,653956
2026-02-09,25153.75,25428.75,24955.5,25354.0,492306
2026-02-10,25363.0,25447.25,25198.25,25218.25,477554
2026-02-11,25259.0,25465.25,25058.25,25288.5,531730
2026-02-12,25289.0,25419.75,24721.5,24768.0,668338
2026-02-13,24842.25,24995.5,24578.75,24803.25,688226
2026-02-17,24789.75,24922.25,24449.25,24767.75,752646
2026-02-18,24773.75,25128.25,24700.75,24956.0,540796
2026-02-19,24943.5,25054.0,24749.0,24858.75,515038
2026-02-20,24837.75,25139.5,24678.5,25067.5,615358
2026-02-23,25033.75,25059.75,24668.0,24762.75,594568
2026-02-24,24788.0,25078.75,24694.5,25028.75,520239
2026-02-25,25016.25,25494.75,24992.0,25382.0,417621
2026-02-26,25388.25,25418.25,24861.75,25081.0,605581
2026-02-27,25024.25,25098.75,24782.0,25004.75,561211
2026-03-02,24682.5,25101.0,24477.0,25025.25,627650
2026-03-03,25002.75,25011.0,24352.0,24755.75,719421
2026-03-04,24710.75,25217.75,24499.0,25128.25,603596
2026-03-05,25156.5,25250.0,24772.5,25049.5,683962
2026-03-06,25019.75,25141.5,24601.0,24670.25,645082
2026-03-09,24435.25,25058.0,24000.0,24991.0,708630
2026-03-10,24981.5,25217.5,24830.0,24982.5,564644
2026-03-11,25010.25,25180.0,24873.5,24983.5,476593
2026-03-12,24934.5,24949.25,24517.75,24560.0,565145
2026-03-13,24567.0,24805.25,24333.75,24394.25,609146
2026-03-16,24285.0,24816.25,24278.0,24675.75,413547
2026-03-17,24668.75,24896.0,24517.0,24795.5,204810
2026-03-18,24796.0,24989.0,24350.0,24434.5,126918
2026-03-19,24399.75,24505.25,24115.0,24364.0,69553
2026-03-20,24417.25,24444.0,24108.75,24291.779296875,611673
2026-03-23,23902.0,24763.0,23772.5,24408.25,683625
2026-03-24,24417.25,24550.0,24134.0,24213.75,544209
2026-03-25,24420.0,24539.75,24286.5,24367.75,525449
2026-03-26,24373.5,24421.25,23763.25,23794.25,557306
2026-03-27,23824.0,23976.0,23232.5,23328.5,559271
2026-03-30,23189.5,23574.0,23024.5,23139.75,559453
2026-03-31,23119.5,23975.25,22961.5,23915.0,755160
2026-04-01,23889.0,24348.25,23880.0,24194.75,579693
2026-04-02,24180.0,24266.75,23666.0,24218.0,576893
2026-04-06,24093.5,24452.25,23981.5,24358.5,444473
2026-04-07,24348.75,24451.5,23941.5,24371.0,575961
2026-04-08,24514.0,25257.0,24355.0,25074.25,644388
2026-04-09,25037.75,25269.75,24953.0,25251.5,514186
2026-04-10,25237.0,25393.0,25193.0,25281.25,430719
2026-04-13,24980.0,25599.25,24904.5,25543.5,507117
2026-04-14,25575.25,26003.25,25560.0,25996.75,477724
2026-04-15,25985.75,26377.5,25933.75,26365.5,521771
2026-04-16,26350.0,26564.0,26275.5,26487.25,590117
2026-04-17,26460.0,26884.75,26440.0,26825.5,599136
2026-04-20,26599.75,26827.75,26535.0,26748.75,502901
2026-04-21,26776.75,26901.75,26551.75,26634.75,610696
2026-04-22,26729.5,27136.0,26727.75,27083.0,512026
2026-04-23,27075.0,27155.75,26681.75,26934.0,644095
2026-04-24,26992.0,27462.5,26992.0,27435.0,545525
2026-04-27,27403.25,27542.5,27298.5,27440.5,444514
2026-04-28,27197.25,27294.0,27191.75,27286.25,32974
