datetime,open,high,low,close,volume
2025-10-28,6914.0,6944.75,6901.5,6925.75,1221838
2025-10-29,6929.25,6952.0,6882.25,6922.75,1536995
2025-10-30,6906.5,6953.75,6851.0,6855.5,1817621
2025-10-31,6897.0,6918.5,6843.5,6874.0,1764133
2025-11-03,6878.0,6909.5,6849.5,6882.75,0
2025-11-04,6884.0,6884.0,6786.25,6801.75,1702971
2025-11-05,6801.0,6857.75,6748.5,6825.25,1467734
2025-11-06,6828.5,6843.5,6733.5,6747.5,1860279
2025-11-07,6763.0,6772.0,6655.5,6753.75,2127595
2025-11-10,6788.0,6865.75,6772.0,6856.75,1597305
2025-11-11,6857.25,6880.0,6830.5,6871.5,1348763
2025-11-12,6874.0,6900.5,6852.0,6875.75,1402032
2025-11-13,6873.25,6892.5,6746.0,6760.0,2087220
2025-11-14,6762.75,6795.5,6670.5,6755.25,2105234
2025-11-17,6764.75,6801.5,6658.5,6692.0,1883810
2025-11-18,6696.5,6708.75,6594.0,6639.75,2514985
2025-11-19,6630.75,6709.0,6613.25,6661.5,2041130
2025-11-20,6697.5,6791.25,6550.5,6557.5,2987357
2025-11-21,6560.0,6677.5,6525.0,6620.25,2592859
2025-11-24,6654.75,6731.75,6625.0,6721.25,1611105
2025-11-25,6726.25,6792.5,6674.5,6781.5,1656062
2025-11-26,6781.0,6846.75,6778.25,6828.0,1459184
2025-11-28,6830.25,6863.75,6824.25,6859.5,460053
2025-12-01,6854.75,6864.5,6802.0,6826.75,1472111
2025-12-02,6829.0,6863.5,6812.25,6840.25,1455018
2025-12-03,6843.0,6873.25,6817.5,6862.0,1310103
2025-12-04,6866.0,6880.75,6836.25,6866.75,1323676
2025-12-05,6865.5,6905.0,6856.75,6878.25,1336540
2025-12-08,6883.0,6893.75,6835.25,6855.75,1257776
2025-12-09,6865.0,6872.75,6844.0,6848.25,1008518
2025-12-10,6847.25,6908.0,6830.75,6891.75,1473707
2025-12-11,6887.0,6928.75,6817.5,6907.25,1815978
2025-12-12,6914.0,6915.5,6805.0,6830.75,2609362
2025-12-15,6831.0,6872.5,6806.25,6823.0,1771047
2025-12-16,6825.25,6833.75,6762.0,6801.0,1070240
2025-12-17,6796.0,6826.75,6723.75,6726.5,590558
2025-12-18,6739.25,6818.5,6720.25,6778.25,416394
2025-12-19,6772.25,6802.75,6768.0,6796.5400390625,1403081
2025-12-22,6906.25,6936.25,6900.5,6930.25,989308
2025-12-23,6930.75,6963.75,6913.25,6961.0,874601
2025-12-24,6959.5,6988.0,6952.5,6982.5,457055
2025-12-26,6979.5,6994.0,6969.0,6979.25,636544
2025-12-29,6980.5,6984.75,6936.0,6955.0,882739
2025-12-30,6956.5,6961.5,6940.75,6944.25,773655
2025-12-31,6945.5,6951.5,6890.25,6892.5,990179
2026-01-02,6902.0,6939.75,6866.75,6900.5,1571467
2026-01-05,6911.5,6963.5,6899.5,6943.75,1262018
2026-01-06,6945.5,6991.5,6931.0,6987.75,1192527
2026-01-07,6988.5,7006.75,6958.0,6963.25,1264816
2026-01-08,6967.5,6977.75,6935.25,6962.0,1303097
2026-01-09,6973.25,7017.5,6954.25,7005.0,1342341
2026-01-12,7007.0,7025.25,6950.0,7016.5,1063552
2026-01-13,7014.0,7036.25,6976.75,7001.75,1376658
2026-01-14,6998.5,7002.5,6923.25,6966.25,1768305
2026-01-15,6955.75,7017.25,6949.5,6981.75,1293668
2026-01-16,6986.75,7007.0,6960.5,6976.75,1297479
2026-01-20,6918.25,6935.0,6822.25,6829.5,2391547
2026-01-21,6839.0,6945.25,6814.5,6910.0,2200553
2026-01-22,6920.0,6969.0,6911.25,6945.0,1336659
2026-01-23,6938.0,6964.0,6924.75,6945.75,1221966
2026-01-26,6904.0,6995.5,6879.0,6981.25,1062544
2026-01-27,6977.0,7018.5,6972.0,7008.5,980139
2026-01-28,7010.25,7043.0,6977.25,7007.25,1187287
2026-01-29,7021.5,7029.5,6898.25,6992.75,1947645
2026-01-30,6992.75,6995.0,6917.5,6965.75,2046596
2026-02-02,6938.5,7017.25,6864.5,7002.5,1491899
2026-02-03,7004.25,7027.25,6886.25,6941.75,1942807
2026-02-04,6934.0,6965.75,6862.5,6906.25,2145116
2026-02-05,6915.5,6935.25,6785.0,6820.75,2107676
2026-02-06,6785.5,6965.5,6751.5,6952.75,1796075
2026-02-09,6960.25,7000.5,6921.0,6983.25,1198044
2026-02-10,6985.0,7006.5,6957.0,6961.5,1187062
2026-02-11,6971.5,7011.5,6931.0,6960.5,1498739
2026-02-12,6964.5,6992.75,6842.0,6851.0,2078744
